brand,product_code,product_name,category,animal_materials,material_type,quantity_used,color,pattern_or_texture,manufacturing_process,country_of_origin,date_of_manufacture,sustainable_certification,ethics_notes,estimated_price_usd,availability_status,harms_to_animal,conservation_status,traceability_notes,needs_brand_model_verification,needs_color_name_verification,needs_cert_docs,product_code_validation_regex,product_code_is_valid_format,official_product_name,official_style_code,official_product_url,official_description,official_product_details,official_color_name,product_code_status,product_code_notes,pdp_found
Celine,685709.0,Celine Product 114,Belt,Ostrich Leather,Leather,1 hide,Red,Smooth,Machine-made,Spain,2021,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,2526.33,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,923609.0,Alexander Mcqueen Product 115,Shoes,Calfskin (Bovine),Leather,1 hide,Monogram,Embossed,Hand-stitched,Italy,2022,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,41271.97,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Fendi,715477.0,Fendi Product 116,Wallet,Ostrich Leather,Leather,1 hide,Red,Smooth,Hand-stitched,Italy,2023,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,51990.44,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Miu Miu,713217.0,Miu Miu Product 117,Wallet,Bovine (Cowhide),Leather,1 hide,Black,Textured,Handcrafted,Spain,2025,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,53320.83,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,766377.0,Celine Product 118,Belt,Calfskin (Bovine),Leather,1 hide,Brown,Textured,Hand-stitched,United Kingdom,2024,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,76707.81,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 119,Wallet,Ostrich Leather,Leather,1 hide,Brown,Embossed,Machine-made,Italy,2020,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,80125.67,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Celine,945401.0,Celine Product 120,Belt,Calfskin (Bovine),Leather,1 hide,Black,Quilted,Handcrafted,Spain,2025,LWG-certified tannery (if applicable),Strict sourcing from certified farms,86532.78,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Gucci,,Gucci Product 121,Wallet,Calfskin (Bovine),Leather,1 hide,Red,Textured,Machine-made,France,2020,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,19695.28,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Valentino,361971.0,Valentino Product 122,Bag,Ostrich Leather,Leather,1 hide,Beige,Embossed,Hand-stitched,Italy,2022,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,84116.4,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Dior,450201.0,Dior Product 123,Belt,Lambskin (Sheepskin),Leather,1 hide,Brown,Embossed,Handcrafted,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,76454.37,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,954167.0,Celine Product 124,Shoes,Lambskin (Sheepskin),Leather,1 hide,Brown,Smooth,Machine-made,Spain,2025,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,33178.59,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 125,Shoes,Ostrich Leather,Leather,1 hide,Beige,Textured,Hand-stitched,Italy,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,91850.93,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Louis Vuitton,,Louis Vuitton Product 126,Bag,Calfskin (Bovine),Leather,1 hide,Red,Textured,Handcrafted,France,2024,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,89387.73,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Burberry,,Burberry Product 127,Shoes,Bovine (Cowhide),Leather,1 hide,Black,Embossed,Handcrafted,France,2022,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,8006.83,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Louis Vuitton,,Louis Vuitton Product 128,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Embossed,Machine-made,Italy,2025,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,92814.95,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Prada,,Prada Product 129,Shoes,Bovine (Cowhide),Leather,1 hide,Beige,Quilted,Hand-stitched,Spain,2022,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,27185.55,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Louis Vuitton,,Louis Vuitton Product 130,Belt,Crocodile Leather,Exotic Leather,1 skin,Monogram,Grain,Handcrafted,Spain,2022,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,64380.92,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Fendi,982336.0,Fendi Product 131,Bag,Calfskin (Bovine),Leather,1 hide,Black,Embossed,Handcrafted,Italy,2025,LWG-certified tannery (if applicable),Ethically sourced leather,82970.65,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Burberry,,Burberry Product 132,Bag,Lambskin (Sheepskin),Leather,1 hide,Brown,Smooth,Hand-stitched,Italy,2024,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,66268.25,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{7,10}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Dior,736652.0,Dior Product 133,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Grain,Handcrafted,France,2022,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,59001.16,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,542220.0,Chanel Product 134,Wallet,Lambskin (Sheepskin),Leather,1 hide,Brown,Embossed,Hand-stitched,Italy,2022,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,31638.2,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Givenchy,286147.0,Givenchy Product 135,Belt,Ostrich Leather,Leather,1 hide,Beige,Grain,Machine-made,Spain,2022,LWG-certified tannery (if applicable),Ethically sourced leather,32747.62,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dior,673854.0,Dior Product 136,Wallet,Lambskin (Sheepskin),Leather,1 hide,Black,Quilted,Machine-made,Spain,2021,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,63168.96,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 137,Wallet,Crocodile Leather,Exotic Leather,1 skin,Brown,Embossed,Machine-made,Italy,2020,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,69151.46,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Loewe,381382.0,Loewe Product 138,Wallet,Lambskin (Sheepskin),Leather,1 hide,Black,Smooth,Handcrafted,Spain,2021,LWG-certified tannery (if applicable),Strict sourcing from certified farms,70681.74,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,307302.0,Valentino Product 139,Shoes,Ostrich Leather,Leather,1 hide,Red,Embossed,Handcrafted,France,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,67739.91,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Bottega Veneta,947559.0,Bottega Veneta Product 140,Bag,Lambskin (Sheepskin),Leather,1 hide,Monogram,Smooth,Handcrafted,Italy,2023,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,45921.1,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Versace,237421.0,Versace Product 141,Wallet,Lambskin (Sheepskin),Leather,1 hide,Black,Grain,Handcrafted,Italy,2023,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,50689.94,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Tom Ford,629810.0,Tom Ford Product 142,Bag,Crocodile Leather,Exotic Leather,1 skin,Beige,Smooth,Handcrafted,Spain,2021,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,17388.68,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,887524.0,Alexander Mcqueen Product 143,Shoes,Lambskin (Sheepskin),Leather,1 hide,Black,Textured,Hand-stitched,United Kingdom,2024,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,46068.43,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Balenciaga,322693.0,Balenciaga Product 144,Belt,Crocodile Leather,Exotic Leather,1 skin,Red,Embossed,Hand-stitched,France,2020,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,50035.16,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Miu Miu,701890.0,Miu Miu Product 145,Shoes,Lambskin (Sheepskin),Leather,1 hide,Beige,Quilted,Hand-stitched,United Kingdom,2020,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,67488.12,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Chanel,235256.0,Chanel Product 146,Bag,Lambskin (Sheepskin),Leather,1 hide,Beige,Grain,Hand-stitched,Italy,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,9377.77,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,389120.0,Alexander Mcqueen Product 147,Bag,Ostrich Leather,Leather,1 hide,Red,Smooth,Handcrafted,France,2021,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,3081.2,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Hermès,736290.0,Hermès Product 148,Bag,Ostrich Leather,Leather,1 hide,Brown,Smooth,Hand-stitched,United Kingdom,2024,LWG-certified tannery (if applicable),Strict sourcing from certified farms,93263.82,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Tom Ford,802721.0,Tom Ford Product 149,Bag,Lambskin (Sheepskin),Leather,1 hide,Monogram,Grain,Handcrafted,Spain,2023,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,86082.26,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Alexander Mcqueen,692281.0,Alexander Mcqueen Product 150,Shoes,Crocodile Leather,Exotic Leather,1 skin,Red,Quilted,Handcrafted,United Kingdom,2025,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,83334.68,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,482349.0,Dolce & Gabbana Product 151,Wallet,Calfskin (Bovine),Leather,1 hide,Red,Grain,Handcrafted,United Kingdom,2021,LWG-certified tannery (if applicable),Ethically sourced leather,53643.08,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Versace,296353.0,Versace Product 152,Shoes,Ostrich Leather,Leather,1 hide,Beige,Quilted,Handcrafted,France,2020,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,79165.84,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9\-]{5,15}$",True,,,,,,,,,False
Dior,212909.0,Dior Product 153,Bag,Calfskin (Bovine),Leather,1 hide,Brown,Textured,Machine-made,France,2020,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,7437.92,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Dolce & Gabbana,392274.0,Dolce & Gabbana Product 154,Belt,Bovine (Cowhide),Leather,1 hide,Red,Quilted,Hand-stitched,Italy,2022,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,33630.51,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Bottega Veneta,939230.0,Bottega Veneta Product 155,Belt,Ostrich Leather,Leather,1 hide,Red,Smooth,Handcrafted,Spain,2025,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,55475.43,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Valentino,180383.0,Valentino Product 156,Shoes,Calfskin (Bovine),Leather,1 hide,Beige,Smooth,Handcrafted,France,2022,LWG-certified tannery (if applicable),Ethically sourced leather,19136.63,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{6,12}$",True,,,,,,,,,False
Louis Vuitton,,Louis Vuitton Product 157,Shoes,Calfskin (Bovine),Leather,1 hide,Black,Quilted,Hand-stitched,France,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,32485.33,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^[A-Z]{1}\d{5}$,False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Alexander Mcqueen,208801.0,Alexander Mcqueen Product 158,Wallet,Crocodile Leather,Exotic Leather,1 skin,Beige,Smooth,Handcrafted,Spain,2020,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,84053.43,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Givenchy,510955.0,Givenchy Product 159,Shoes,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Handcrafted,United Kingdom,2020,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,33777.8,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,658184.0,Celine Product 160,Belt,Calfskin (Bovine),Leather,1 hide,Red,Quilted,Machine-made,France,2022,LWG-certified tannery (if applicable),Strict sourcing from certified farms,70245.45,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Loewe,786765.0,Loewe Product 161,Shoes,Ostrich Leather,Leather,1 hide,Red,Grain,Machine-made,Spain,2024,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,54670.15,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,425844.0,Saint Laurent Product 162,Bag,Calfskin (Bovine),Leather,1 hide,Beige,Textured,Machine-made,Spain,2022,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,65808.97,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Prada,,Prada Product 163,Shoes,Calfskin (Bovine),Leather,1 hide,Brown,Smooth,Machine-made,France,2020,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,88879.39,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,,,,,,,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False
Miu Miu,656101.0,Miu Miu Product 164,Bag,Bovine (Cowhide),Leather,1 hide,Red,Grain,Handcrafted,Spain,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,77823.24,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,667818.0,Saint Laurent Product 165,Shoes,Crocodile Leather,Exotic Leather,1 skin,Brown,Textured,Handcrafted,France,2022,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,81001.76,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,456599.0,Saint Laurent Product 166,Wallet,Ostrich Leather,Leather,1 hide,Monogram,Smooth,Machine-made,United Kingdom,2021,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,91650.03,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Celine,224375.0,Celine Product 167,Shoes,Ostrich Leather,Leather,1 hide,Red,Embossed,Hand-stitched,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,23541.44,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Bottega Veneta,666696.0,Bottega Veneta Product 168,Belt,Bovine (Cowhide),Leather,1 hide,Monogram,Textured,Handcrafted,Italy,2021,LWG-certified tannery (if applicable),Ethically sourced leather,22873.99,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
Saint Laurent,487601.0,Saint Laurent Product 169,Wallet,Bovine (Cowhide),Leather,1 hide,Monogram,Smooth,Handcrafted,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,3327.85,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,,,,,,,,,False
